Mc,eta,chi1z,chi2z,DL,e0
1.802965049522603502e-02,1.530980827042596415e+00,2.332263474906990197e+01,4.951684284822358251e+01,5.554946914547811865e+00,3.359868760325661341e-02
1.951256625584830290e-02,1.313658109157378739e-01,2.145882075021207758e+00,4.149961396583550766e+01,4.923296323607302960e-01,1.114560432469857178e-02
1.431096215360751732e-02,2.773270856459235656e-01,3.437942060467744199e+00,1.760106781947458288e+01,8.671356165033042296e-02,6.169084110505956842e-02
1.366581864977863547e-01,5.474787376790137688e-02,3.698288419877696853e+00,3.414898759304133478e+02,2.782475518658366287e+00,1.034304073628158904e-01
1.651273744248260011e-01,1.324718404259791704e+00,2.132117406037667351e+01,1.686771723157857537e+02,3.103277706685656945e+00,1.751604711995151664e-01
4.413728952533516742e-02,1.957704961421056433e+00,1.548357209814109225e+01,5.213160717193969873e+01,2.378639607551298329e+00,5.950516445833979595e-02
2.056157371300614684e-02,1.192362592922853848e+00,3.437140330296612944e+01,4.648186729022711461e+01,1.052121544527752306e+00,1.926638852649750766e-02
1.279200931742239533e-01,2.969434187841587747e+00,3.703927771472122288e+01,4.141968731828816175e+01,1.587184795143083083e+00,9.630825216769009489e-02
1.549186613986982819e-01,2.264521002990278475e+00,3.902720841849411215e+01,1.041041450582214196e+02,2.229150930148148024e+00,7.170973474286253257e-02
3.910383484223936557e-01,4.243853389556184741e-01,1.768399729724988134e+01,1.803266676362587191e+02,8.986866384837561839e-01,6.359702359496711976e-02
3.345501523907680116e-03,1.025470180614239529e-01,9.895142619790591176e-01,5.564647251013974838e+00,1.366930172089166451e+00,4.438087702866769929e-02
1.013259491694274428e-01,6.355051978512021860e-01,7.354308499943580379e+00,1.357497181526691463e+02,1.904720205320217019e+00,4.653402967055836337e-01
3.844888401255972671e-02,1.588729650355350242e-01,4.089250408908084111e+00,6.301603068066421542e+01,1.923770058253220006e+00,1.280558100843518822e-02
8.660109314764569133e-02,8.552924920169173717e-01,1.053714036540100984e+01,5.256296504395610469e+01,7.747439233968006489e-01,1.293018764674367382e-01
2.687122924914258637e-01,5.046707121269482510e-01,1.701484347550135467e+01,1.314586877078415625e+02,3.927863315838224234e-01,2.078170826326531662e-01
5.953847288494119178e-02,4.248159844142069375e+00,1.213578733664270430e+02,1.421976852349902458e+02,4.265677241933055974e+00,3.094038188217847485e-01
9.520204683493355802e+00,1.386035035965069255e+02,3.331931629784375673e+03,3.366801678167676528e+03,1.302644568210258669e+01,7.714535599873108218e+00
2.151897889432682065e-01,1.787924612054492546e-01,5.576661803886070246e+00,1.419200720683725478e+02,5.454739863009140599e+00,1.137689314638729993e-01
1.653981229275241702e-02,1.341668302121576395e-01,6.959203727354891100e+01,7.056524070288895700e+01,8.729105489506697180e-02,3.584923545141632806e-02
6.178658548625631797e-02,5.802660839590845915e-02,4.535973805701928541e+00,1.790934949929154740e+01,2.090982902388563158e-01,5.781427215034986786e-03
2.734362611646294974e-03,4.040702920972715773e-01,9.060307697348274303e+01,9.762680456422984321e+01,2.157437775210665265e+00,4.556646329900731866e-03
9.568125223682909242e-02,2.321190706851872232e+00,8.798216541310054595e+00,1.433117316106383754e+01,1.314875531185519364e+00,6.133933820535528159e-02
1.136273672468060408e-01,3.142124861315129802e-01,1.240946696924117099e+01,1.470689438158260032e+02,1.558815506074854085e+00,4.928480366862108414e-02
5.258013253476101836e-03,5.686851665105903120e-01,6.682464755688143576e+00,1.507130113005274552e+01,5.383092785630528843e-01,6.944131327184086336e-03
6.442926819725949307e-03,2.504212613144183308e-01,2.297403960597305783e+00,5.925979381996090645e+00,1.972876586979311675e+00,3.314124907609242165e-02
3.586479225660620107e-02,1.333718236781661792e+00,1.521189367776945467e+00,1.823658640987656909e+01,3.580381194009821799e-01,4.263383829158667176e-02
1.082637461471371715e-02,1.131169441768370199e+00,4.513785444549850467e+01,6.599128365165242371e+01,8.637572499971345463e-01,1.598133614565726973e-02
2.117088649493370223e-01,3.264675558752053064e+00,6.745498979057077626e+00,6.080663604950296985e+01,1.800194467239487173e+00,6.094168030323033891e-01
1.582542183432511518e-01,2.607325460755239632e+00,2.197636634419543711e+01,2.810078744912897974e+01,2.297823453846343345e+00,2.371908554282396997e-01
1.351910407299384831e-01,1.114995926760490974e+00,6.064478966849748964e+00,6.378584446654637929e+01,2.671265124095728360e+00,2.083409525254817374e-01
1.798440336219311528e-02,1.755696020471330110e+00,8.904982115826436839e+00,1.689168183343247165e+01,2.224159996242547344e+00,3.073797259078667188e-02
8.623416879059498871e-03,1.575131524296822030e-02,4.305151130839117712e-01,5.966685387234950788e+00,2.226948897004675576e+00,3.053403718419263856e-03
1.954523137250057871e-02,2.870761359118223499e+00,3.200757456061476205e+02,4.042904436179463801e+02,3.189552434488633459e+00,2.556016040062966330e-02
1.286971706051629916e+00,5.293540835265813982e+00,5.404247844367658615e+01,4.110448288754492978e+02,1.596112243715650525e+00,2.313214179924855785e+00
9.849237555038561909e-02,1.480745624809862715e+00,4.220828886169283756e+00,4.076247254669735298e+01,1.970730460872514467e+00,5.357481882575140103e-02
6.106478576705114125e-02,1.382350011141578738e+00,8.478983120253950290e+00,5.453619991191472138e+01,1.137288858151820792e+00,3.070635973303600247e-02
5.139544177307802525e-02,2.110340141028165251e-01,1.425270153453468858e+00,1.334427326758632582e+01,3.518929359651683964e+00,1.880809128255125223e-02
2.655456435291565498e+00,2.211837919507991757e+01,7.170808698694995087e+01,2.719492757760859263e+02,3.388417709926985211e+00,2.539931569367541719e+00
9.744237923726156714e-01,5.703771971099752314e+00,3.824348838073339039e+02,5.536546360829122477e+02,1.624867889699092238e+00,2.075653922727745682e-01
1.290413988475631046e-01,6.345566624223965002e-01,1.049677038355407177e+01,1.086691155804041955e+02,1.055315266010077524e+00,4.840407766844078696e-01
3.072236889353293643e-01,1.752575158584990911e+00,4.776866859055264314e+01,3.438402756144116665e+02,4.372109080706593764e-01,6.026379326721174046e-01
5.044108998786963616e-01,2.646651429030823177e+00,1.309852890719977552e+02,2.411001481772431134e+02,5.487805367736041662e-01,5.547840556467634743e-01
1.355665089712640610e-02,1.257615399252441035e+00,5.965203424362436380e+01,8.544030979006906534e+01,2.729880005211494876e+00,4.389266712157068040e-02
1.818699178430978336e-02,4.323801956803856039e-01,6.960464537027990950e+00,2.336146520492454570e+01,8.734004047703202156e-01,8.624243539574786080e-03
2.760474766913294936e-02,3.655026424187328149e-01,4.392574328840043840e+00,2.481180676566972920e+01,2.597443820457731034e-01,1.317491723489552097e-02
1.031811501733287811e-01,3.182885219540266597e+00,9.984669002789084402e+01,6.418981279634753889e+01,9.971797020604989958e-01,1.971458294189864235e-01
8.562061499742079640e-02,2.705557785969349371e+00,4.657721928254265009e+01,1.329703763244242225e+02,1.032645019500501027e+00,4.630281006049571241e-02
1.535996426113215296e-01,1.040383232784643575e+01,1.476572748989437969e+02,2.007823149273362731e+02,1.266017302287413049e+00,1.085930091448828877e-01
1.198068847020451050e-02,8.986062209982630389e-01,8.670201073347433507e+00,9.633312776525315257e+00,1.576894330787436571e+00,1.116031945579286366e-02
3.017391921255977924e-02,6.098310626165065473e-02,8.237807696293204529e-01,4.240868125172431036e+01,2.141971194243612597e+00,3.004158694953308270e-02
6.908842367110332172e-02,1.997947816519966890e+00,3.206006444864167548e+01,7.635176725001623765e+01,4.072704369235862765e-01,4.118896106732936740e-02
9.989319006391698952e-02,7.396854226052754777e-01,1.998716334030379738e+00,7.993539463866225958e+01,3.083798538608919948e+00,2.622772694861075227e-01
5.215638393329423417e-02,1.534287079447446356e+00,5.367680865366561704e+01,5.140061778937469228e+01,8.267995324705975646e-01,6.306868450163501116e-02
1.229857599456076356e-03,1.537375683183998254e-01,8.852596454681158633e+00,1.206972584183101205e+01,4.404857208004410163e-01,1.498850905752649020e-03
5.176966703829077865e-01,4.521974618567361048e+00,4.855794857290675282e+01,2.134732622495746170e+02,3.300076401567684226e+00,1.013973885549484422e+00
3.398450317015781069e-02,1.357283903515778434e+00,4.246835402873649912e+01,5.702194293084980359e+01,1.473345302310151261e+00,4.371546345117834770e-02
3.528486226912330714e+00,2.868957401388842587e+00,2.257703518742090978e+02,1.197509816525194537e+03,3.671313395662953560e+00,7.086819288909630421e-01
2.858805622943130526e-03,1.953425598144518105e-01,1.195179848827450986e+00,3.116133052112432633e+00,7.350422307537210820e+00,5.934438880288089163e-03
2.708927463535075741e-01,3.085775450049133894e+00,2.551491915472037419e+01,2.461139460903551424e+01,2.189720374007928960e+00,7.679818342023617683e-01
7.206633360879552419e-02,1.219138220212971080e-01,1.956442784095829390e+00,1.397180451982601994e+02,8.546789013595216256e-01,3.157073235168202097e-02
1.428750027074826012e-01,7.586654943348625224e-01,2.509119878466246334e+01,7.721634325324484394e+01,2.620886461430497416e+00,3.430116792534960296e-02
3.170160199183038457e-02,1.969444022952834494e+00,2.887744781348994749e+01,3.504736329604472900e+01,3.356962980078276315e-01,9.005944573203372716e-02
5.589514296392399800e-02,1.201960469673508003e+00,2.627168228544801920e+00,1.548259375523590364e+01,8.211272921484018550e-01,6.816185854856272874e-02
2.694138427040063455e+00,1.496740522070916946e+01,4.426718786915593569e+02,9.913617424537718534e+02,2.220798851844896227e+00,1.391466661158892615e+00
6.459640736930351290e-02,1.592547746066107051e+00,9.163487946011309448e-01,2.571529673851485498e+01,1.029887751657338590e+00,1.381738747781758314e-01
2.587563185568595922e-02,2.365529341344269620e-01,1.477407053554636196e+00,1.133450414053655031e+01,3.096043979495548548e-01,6.197717683521539178e-02
2.649969552397264325e-02,6.861228429438051557e-02,4.999653032570615108e-01,3.501685381595009972e+01,2.177373780929606095e+00,1.517592077346545214e-02
1.868334178263427459e-01,4.213273495252413126e-01,4.557755891379901669e+00,9.859000239690197986e+01,4.694631138687316296e-01,1.971670568302762161e-01
1.011996427394668968e-01,3.232140977784678348e+00,1.692926713746827616e+01,1.052390418521749353e+02,2.774888705476304729e+00,6.269907181795596474e-01
